no,kategori,subkategori,location/city,nama,deskripsi,address,contact,url,lat,lng
434,Sponsor,"Property, Real Estate and Construction","Graha Surya Internusa, 11th Floor
Jalan H.R. Rasuna Said Kav. X-0, 
Jakarta 12950
Phone: +62 21 526 2121
Fax: +62 21 526 7878
Email: eddy@nusarayacipta.com
www.suryainternusa.com",Surya Semesta Internusa,"PT Surya Semesta Internusa Tbk (SSIA) adalah pengembang properti Indonesia. Selama empat dekade terakhir, Surya Semesta Internusa telah bertransformasi dari pengembang real estat swasta menjadi perusahaan publik dengan delapan anak perusahaan yang beroperasi, yang kegiatannya dikelompokkan ke dalam tiga kategori utama yaitu properti, konstruksi & infrastruktur, dan perhotelan. Perusahaan ini memiliki fokus kuat pada kawasan industri, resor, hotel, dan perkantoran.",,,,,
435,Sponsor,"Property, Real Estate and Construction","Jalan Letjen. S. Parman No. 106
Jakarta - 11440
Phone: +62 21 566 6999
Fax: +62 21 568 0461
Email: corsec@totalbp.com
www.totalbp.com",Total Bangun Persada,"PT Total Bangun Persada Tbk adalah perusahaan jasa konstruksi yang berbasis di Indonesia (sebelumnya dikenal sebagai Tjahja Rimba Kentjana). Perusahaan telah mengembangkan lebih dari 800 gedung bertingkat dan resor di seluruh Indonesia. Beberapa proyek penting yang telah selesai antara lain Central Park (Jakarta Barat), Apartemen Regatta (Jakarta Utara), Mall of Green Bay Pluit (Jakarta Utara), dan Lagoon Resort (Pulau Bintan).",,,,,
436,Sponsor,"Property, Real Estate and Construction","Gedung Waskita
Jalan M.T. Haryono Kav. No. 10
Cawang, Jakarta - 13340
Phone: +62 21 850 8510
Fax: +62 21 850 8506
Email: netty@waskita.co.id
www.waskita.co.id",Waskita Karya,"PT Waskita Karya Tbk, sebuah perusahaan milik negara, adalah kontraktor umum Indonesia yang bergerak dalam berbagai kegiatan konstruksi termasuk jalan raya, jembatan, pelabuhan, bandara, bangunan, pabrik saluran pembuangan, pabrik semen, pabrik dan fasilitas industri lainnya. Perusahaan yang melakukan penawaran umum perdana (IPO) di Bursa Efek Indonesia pada akhir tahun 2012 ini merupakan salah satu perusahaan konstruksi terbesar di Indonesia.",,,,,
437,Sponsor,"Property, Real Estate and Construction","Jalan D.I. Panjaitan Kav. 9
Jakarta - 13340
Phone: +62 21 819 2808
Fax: +62 21 819 1235
Email: natal.argawan@wika.co.id
www.wika.co.id",Wijaya Karya,"PT Wijaya Karya Tbk (Wika) adalah perusahaan Indonesia yang bergerak dalam bidang pekerjaan teknik dan konstruksi baik di Indonesia maupun di luar negeri. Bisnisnya meliputi teknik sipil, konstruksi bangunan, dan konstruksi pabrik industri serta fasilitas energi. Perusahaan ini mayoritas dimiliki oleh pemerintah Indonesia.",,,,,
438,Sponsor,"Property, Real Estate and Construction","Jalan Let. Jend. S. Parman Kav. 28 
 West Jakarta 11470 
 DKI Jakarta
Phone: +62 21 5694 9727 
 Fax: +62 21 5694 9717 
Email: corpsec@agungpodomoroland.com
www.agungpodomoroland.com",Agung Podomoro Land,"PT Agung Podomoro Land Tbk merupakan perusahaan pengembang properti Indonesia yang berbentuk konsorsium tujuh pengembang properti. Perusahaan ini berfokus pada perolehan tanah, pengembangan real estate, serta penjualan dan penyewaan tanah, gedung, apartemen, pusat perbelanjaan, dan ruang perkantoran. Grup Agung Podomoro, perusahaan induknya, telah berkecimpung dalam bisnis properti di Indonesia selama lebih dari 40 tahun. Perusahaan ini merupakan salah satu pengembang real estate terbesar di Indonesia. Pada akhir tahun 2015, Perseroan memiliki 40 anak perusahaan dan dua entitas asosiasi yang bergerak di sektor properti di Jakarta, Karawang, Bandung, Makassar, Batam, Balikpapan dan Bali.",,,,,
439,Sponsor,"Property, Real Estate and Construction","Wisma Argo Manunggal, Lantai 18
Jalan Jend. Gatot Subroto Kav. 22, 
Jakarta 12930
Telpon: +62 21 252 3838
Fax: +62 21 252 5050
Email: corsec@alam-sutera.com
www.alam-sutera.com",Alam Sutera Realty,"PT Alam Sutera Realty Tbk adalah perusahaan Indonesia yang bergerak di bidang pembangunan real estate. Perusahaan ini mengembangkan dan memanajemen properti-properti tempat tinggal, tempat usaha komersil, tempat industri dan pusat perbelanjaan, kantor dan juga tempat rekreasi. Perusahaan ini memiliki proyek-proyek real estate besar di Serpong, Cibitung, Cianjur, Tanjung Pinang dan Sanur. Pada tahun 2012, Alam Sutera Realty mengambil alih Garuda Adhimatra Indonesia, pemilik dan operator proyek Garuda Wisnu Kencana.",,,,,
440,Sponsor,"Property, Real Estate and Construction","Wisma Bakrie I, 6th & 7th Floor
Jalan H.R. Rasuna Said Kav. B-1, 
Jakarta - 12920
Phone: +6221 525 7835
Fax: +6221 522 5063
Email: santoso.budi@bakrieland.com
www.bakrieland.com",Bakrieland Development,"PT Bakrieland Development Tbk bergerak dalam bidang pengembangan properti dan infrastruktur terkait properti. Ini adalah pengembang superblock (53,5 Ha) pertama dan terbesar di Jakarta (properti kota) dan juga mengelola proyek residensial dan hotel & resor yang semuanya berlokasi di kawasan prima. Bakrieland memiliki wilayah pengembangan terluas dan cadangan tanah terbesar di Kawasan Pusat Bisnis (CBD) Jakarta. Perusahaan ini terhubung dengan Bakrie & Brothers yang memiliki hubungan politik.",,,,,
441,Sponsor,"Property, Real Estate and Construction","Tomang Tol Building 2nd Floor
Jalan Arjuna No. 1, South Tanjung Duren
West Jakarta - 11470
Phone: +62 21563 6913
Fax: +62 568 7232
corporatesecretary@bekasiasri.com
www.bekasiasripemula.com",Bekasi Asri Pemula,"Bekasi Asri Pemula adalah pengembang properti yang berbasis di Indonesia yang juga bergerak dalam bidang perdagangan, pengembangan, industri, percetakan, agribisnis, pertambangan dan transportasi. Perusahaan ini terutama fokus pada pengembangan properti dan infrastruktur perumahan berpendapatan rendah hingga menengah. Bekasi Asri Pemula mengoperasikan Bumi Serpong Residence di Pamulang (Tangerang Selatan), serta Taman Alamanda dan Kabupaten Alamanda (di Bekasi Timur).",,,,,
442,Sponsor,"Property, Real Estate and Construction","Sinar Mas Land Plaza
Grand Boulevard, BSD Green Office Park
Tangerang - 15345
Phone: +62 21 503 68368
Fax: +62 21 537 3008
Email: hermawan.wijaya@sinarmasland.com
www.bsdcity.com",Bumi Serpong Damai,"PT Bumi Serpong Damai Tbk adalah pengembang real estat Indonesia. Sejak tahun 1989 perusahaan telah mengembangkan Bumi Serpong Damai City yang terletak di kawasan Serpong di Kabupaten Tangerang dekat Jakarta. Bumi Serpong Damai City merupakan kawasan hunian dan bisnis terpadu lengkap dengan infrastruktur pendukung seperti taman, pusat pendidikan, dan hotel. Perusahaan tersebut merupakan anak perusahaan dari Sinar Mas Group, salah satu konglomerat terbesar di Indonesia.",,,,,
443,Sponsor,"Property, Real Estate and Construction","Jalan Prof. Dr. Satrio Kav. 6 
Jakarta 12940
Phone: +62 21 522 6868
Fax: +62 21 520 5262
www.ciputradevelopment.com",Ciputra Development,"PT Ciputra Development Tbk adalah salah satu perusahaan properti terkemuka di Indonesia. Perusahaan yang fokus pada pengembangan, pengelolaan, dan investasi properti ini mengembangkan dan mengoperasikan 50 properti residensial dan komersial di 28 kota besar di Indonesia serta satu proyek internasional yang berlokasi di Tiongkok. Properti komersial yang dikembangkan meliputi pusat perbelanjaan, hotel, apartemen berlayanan, dan lapangan golf.",,,,,
444,Sponsor,"Property, Real Estate and Construction","Graha Atrium, 6th Floor
Jalan Senen Raya No. 135 
Jakarta 10410
Phone: +62 21 386 7868
Fax: +62 21 386 2919
Email: corsec@cowelldev.com
www.cowelldev.com",Cowell Development,"PT Cowell Development Tbk adalah pengembang properti dan real estat Indonesia. Perusahaan ini mengembangkan kawasan perumahan dan bangunan komersial, di Serpong (Jawa Barat) dan satu di Kalimantan.",,,,,
445,Sponsor,"Property, Real Estate and Construction","Gedung Artha Graha Lt. 12
Jalan Jend. Sudirman Kav. 52 - 53
Jakarta - 12190
Phone: +62 21 515 2390
Fax: +62 21 515 2407
Email: tony_soesanto@gmail.com
www.scbd.com",Danayasa Arthatama,"PT Danayasa Arthatama Tbk adalah perusahaan real estat yang berbasis di Indonesia. Perusahaan memiliki dan mengembangkan Sudirman Central Business District (SCBD), sebuah masterplan properti terintegrasi, yang terletak di pusat kawasan pusat bisnis Jakarta. Kawasan SCBD terdiri dari kondominium, gedung perkantoran, hotel, pusat perbelanjaan, dan pusat hiburan.",,,,,
446,Sponsor,"Property, Real Estate and Construction","Chase Plaza 19th, 20th & 21st Floor
Jalan Jenderal Sudirman Kav. 21 
Jakarta - 12910
Phone: +62 21 520 8000
Fax: +62 21 520 8100
Email: greg@dutaanggada.com
www.dutaanggada.com",Duta Anggada Realty,"Grup Duta Anggada adalah perusahaan terkemuka di pasar properti Indonesia. Perusahaan ini mengembangkan kompleks investasi residensial, perkantoran komersial dan properti investasi ritel di Jakarta, Bali, Surabaya dan kota-kota besar lainnya di Indonesia. Fokus utama perusahaan adalah pada gedung perkantoran sewa dan strata title. Duta Anggada Realty memasuki industri perhotelan dengan menggandeng Hilton Hotel Group dan Holiday Inn dengan mendirikan dua hotel, satu di Bali dan satu lagi di Jakarta.",,,,,
447,Sponsor,"Property, Real Estate and Construction","Plaza Mutiara 10th Floor
Jalan Lingkar Mega Kuningan Kav. E.1.2 No. 1 & 2
Kawasan Mega Kuningan, South Jakarta - 12950
Phone: +62 21 5785 3061
Fax: +62 21 578 53062
Email: gading_development@yahoo.com
www.gadingdevelopment.com",Gading Development,"PT Gading Development Tbk merupakan perusahaan Indonesia yang bergerak di bidang pembangunan properti dan real estate meliputi gedung, jembatan, jalan, dermaga, perumahan, sekolah, taman rekreasi, pasar (modern), dan rumah sakit. Perusahaan juga memiliki layanan konsultasi untuk jasa desain, arsitektur, dan properti.",,,,,
448,Sponsor,"Property, Real Estate and Construction","Intiland Tower, Penthouse Floor
Jalan Jenderal Sudirman No. 32 
Jakarta - 10220
Telpon: +62 21 570 1912
Fax: +62 21 570 0014
Email: info@intiland.com
www.intiland.com",Intiland Development,"PT Intiland Development Tbk adalah sebuah pengembang properti unggulan di Indonesia dengan fokus utama pada pengembangan, manajemen dan investasi properti. Portofolio perusahaan ini mencakup township & kompleks perumahan untuk kelas menengah sampai kelas atas, pengembangan gedung serbaguna & bertingkat, kompleks pariwisata & industri di kawasan Jakarta Bogor Depok Tangerang Bekasi (Jabodetabek), Surabaya dan sejumlah kota-kota lainnya. Pada tahun 2015, perusahaan ini memiliki cadangan tanah seluas lebih dari 2.000 hektar.",,,,,
449,Sponsor,"Property, Real Estate and Construction","Jembatan Merah Plaza, 5th Floor
Jalan Taman Jayengrono No. 2-4
Surabaya - 60175
Phone: +62 31 355 6400
Fax: +62 31 355 6480
Email: lamictr@indosat.net.id
www.lamicitra.co.id",Lamicitra Nusantara,"PT Lamicitra Nusantara Tbk adalah pengembang properti dan real estate di Indonesia. Perusahaan mengelola depo peti kemas, perhotelan, dan mengembangkan serta mengoperasikan real estat dan properti. Proyek-proyeknya sebagian besar berlokasi di Surabaya (Jawa Timur). Pada bulan Oktober 2016 perusahaan mengumumkan rencana delisting dari Bursa Efek Indonesia.",,,,,
450,Sponsor,"Property, Real Estate and Construction","Jalan Jenderal Gatot Subroto
Kav. 22 - 9th Floor
South Jakarta - 12930
Phone: +621 2937 9058
Phone: +62 822 5000 7000 (marketing)
Fax: +62 212 520087
www.mmproperty.com",Mega Manunggal Property,PT Mega Manunggal Property Tbk adalah pengembang dan penyedia fasilitas logistik yang berbasis di Indonesia dengan fokus utama pada gudang dan gedung perkantoran.,,,,,
451,Sponsor,"Property, Real Estate and Construction","MNC Tower Lantai .17
Jalan Kebon Sirih No. 17-19
Jakarta 10340
Phone: +62 21 392 9828
Fax: +62 21 392 1227
Email: corporate.secretary@mncland.com
www.mncland.com",MNC Land,"PT MNC Land Tbk adalah perusahaan Indonesia yang bergerak dalam bidang pengembangan dan pengelolaan properti serta penyediaan layanan terkait properti. Perusahaan ini awalnya didirikan dengan nama Kridaperdana Indahgraha pada tahun 1990, sebelum berubah nama menjadi MNC Land Tbk pada tahun 2012. MNC Land merupakan bagian dari MNC Group yang dikendalikan oleh taipan bisnis Hary Tanoesoedibjo.",,,,,
452,Sponsor,"Property, Real Estate and Construction","Green Central City, Commercial Area 5th Floor
Jalan Gajah Mada No. 188
West Jakarta - 11120
Phone: +62 21 293 65 888
Fax: +62 21 293 69 999
Email: corporate@modernland.co.id
www.modernland.co.id",Modernland Realty,"PT Modernland Realty Tbk merupakan perusahaan yang berbasis di Indonesia yang bergerak di bidang properti Indonesia, khususnya di wilayah Jabodetabek. Bisnis inti perusahaan meliputi pengembangan real estat, pengoperasian lapangan golf dan country club, kontrak umum, dan perdagangan.",,,,,
453,Sponsor,"Property, Real Estate and Construction","The Plaza 10th Floor
Jalan M.H. Thamrin Kav. 28-30
Jakarta - 10350
Phone: +62 21 299 20000
Fax: +62 21 299 21111
Email: corsec@plazaindonesia.com
www.plazaindonesia.com",Plaza Indonesia Realty,"PT Plaza Indonesia Realty Tbk, sebelumnya dikenal sebagai PT Bimantara Eka Santosa, adalah perusahaan properti dan real estat Indonesia yang terutama bergerak dalam bisnis hotel, persewaan pusat perbelanjaan, ruang perkantoran dan apartemen.",,,,,
454,Sponsor,"Property, Real Estate and Construction","Jalan Kali Besar Barat No.8 
Kelurahan Roa Malaka 
Kecamatan Tambora 
West Jakarta
Phone: +62 21 8997 1188
Fax: +62 21 8997 2028
www.kota-deltamas.com",Puradelta Lestari,"PT Puradelta Lestari Tbk adalah pengembang properti terintegrasi yang berbasis di Indonesia. Perusahaan ini didirikan pada tahun 1993 dan dikenal sebagai pengembang Kota Deltamas di Cikarang (Jawa Barat), yang terletak sekitar 40 kilometer sebelah timur Jakarta. Kota Deltamas merupakan salah satu kawasan industri terintegrasi terbesar di wilayah Jabodetabek. Puradelta Lestari adalah salah satu unit Sinarmas Land Ltd yang terdaftar di Singapura.",,,,,
455,Sponsor,"Property, Real Estate and Construction","Sinar Mas Land Plaza
Grand Boulevard, BSD Green Office Park
Tangerang - 15345
Phone: +62 21 503 68368
Fax: +62 21 537 3008
Email: hermawan.wijaya@sinarmasland.com
www.sinarmasland.com",Duta Pertiwi,PT Duta Pertiwi Tbk adalah pengembang properti dan real estat yang berbasis di Indonesia. Perusahaan tersebut merupakan bagian dari grup Sinarmas Land.,,,,,
456,Sponsor,"Services, Investment & Infrastructure","Ventura Building 2nd Floor
Jalan R.A. Kartini no. 26
Cilandak - Jakarta 12430
Phone: +62 21 750 4605
Fax: +62 21 750 4610
Email: general@royalhaskoningindonesia.com
www.royalhaskoningindonesia.com",Royal HaskoningDHV,"Royal HaskoningDHV adalah konsultan teknik dan manajemen proyek independen internasional dengan pengalaman lebih dari 130 tahun. Perusahaan memberikan layanan di bidang manajemen aset, infrastruktur, penerbangan, bangunan, energi, industri, maritim, pertambangan, strategi, transportasi, perencanaan kota dan pedesaan, pengelolaan air dan teknologi air. Royal HaskoningDHV berada di peringkat 10 besar perusahaan global, yang dimiliki secara independen, tidak terdaftar, dan 40 besar secara keseluruhan.",,,,,
457,Sponsor,"Trade, Services & Investment","Menara Batavia, 5th Floor
Jalan K.H. Mas Mansyur Kav. 126 
Jakarta 10220
Phone: +62 21 5793 0190
Fax: +62 21 5793 0205
Email: corsec@emtek.co.id
www.emtek.co.id",Elang Mahkota Teknologi,"PT Elang Mahkota Teknologi Tbk (Grup Emtek) adalah perusahaan yang berbasis di Indonesia yang menyediakan layanan komputer pribadi. Grup Emtek telah berkembang menjadi grup perusahaan terintegrasi dengan tiga divisi bisnis utama: media, solusi telekomunikasi dan TI, serta konektivitas.",,,,,
458,Sponsor,"Trade, Services & Investment","Jalan Raya Betro No. 21, Sedati
Sidoarjo - 61253
Phone: +62 31 891 0919
Fax: +62 31 891 0928
Email: lukito@jasuindo.co.id
www.jasuindo.co.id",Jasuindo Tiga Perkasa,"PT Jasuindo Tiga Perkasa Tbk merupakan perusahaan percetakan Indonesia yang memiliki izin untuk mencetak dokumen komersial meliputi dokumen sekuriti, dokumen non sekuriti, teknologi kartu, smart card, hologram, dan manajemen dokumen. Perusahaan yang berkantor pusat di Sidoarjo (Jawa Timur) ini memiliki kantor perwakilan di Jakarta, Bali dan Amerika Utara.",,,,,
459,Sponsor,"Trade, Services & Investment","Wisma Indovision, lantai 7
Jalan Raya Panjang Blok Z/III
West Jakarta - 11520
Phone: +6221 582 8000
Fax: +6221 582 5620
Email: amsinulingga@indovision.tv
www.indovision.tv",MNC Sky Vision,"PT MNC Sky Vision (MSV) adalah penyedia layanan televisi berbayar satelit Indonesia. MSV mulai memasarkan layanan TV berbayar berbasis satelit pada awal tahun 1994 dengan merek INDOVISION. Perusahaan mendistribusikan layanannya ke seluruh Indonesia. MSV menggunakan satelitnya sendiri bernama Indostar II yang diluncurkan pada tahun 2009. Perusahaan ini menawarkan layanannya melalui tiga nama merek: Indovision, Top TV, dan Okevision.",,,,,
460,Sponsor,"Trade, Services & Investment","SCTV Tower - Senayan City
Jalan Asia Afrika Lot. 19
Jakarta - 10270
Phone: +6221 279 35599
Fax: +6221 279 35598
Email: hardijanto.s@scm.co.id
www.scm.co.id",Surya Citra Media,"PT Surya Citra Media Tbk merupakan perusahaan yang berbasis di Indonesia yang bergerak di bidang media yang melibatkan penyiaran saluran televisi free-to-air, konsultasi media massa, produksi in-house dan layanan multimedia lainnya.",,,,,
461,Sponsor,"Trade, Services & Investment","Citra Graha, 4th Floor, Suite 401
Jalan Jenderal Gatot Subroto Kav. 35-36
Jakarta - 12950
Phone: +62 21 527 8811
Fax: +62 21 527 8833
Email: corporate.secretary@firstmedia.com
www.firstmedia.com",First Media,"PT First Media Tbk adalah penyedia televisi kabel dan Internet Indonesia﻿. First Media menawarkan layanan media terintegrasi melalui konsep TriplePlay; Layanan Internet (FastNet), TV berbayar (HomeCable), serta telekomunikasi (DataComm). Bisnis internet dan televisi kabel menyumbang sekitar 75 persen pendapatan perusahaan.",,,,,
462,Sponsor,"Trade, Services & Investment","Galaktika Building
Jalan Harsono R.M. No. 2
Jakarta - 12550
Phone: +6221 782 7989
Fax: +6221 788 47524
Email: corsec@foru.co.id
www.foru.co.id",Fortune Indonesia,"PT Fortune Indonesia Tbk merupakan perusahaan yang berbasis di Indonesia yang bergerak dalam bidang jasa periklanan, menyediakan layanan periklanan, layanan hubungan masyarakat, pemasaran perjalanan dan multimedia.",,,,,
463,Sponsor,"Trade, Services & Investment","Plaza ABDA, 26th Floor
Jalan Jenderal Sudirman Kav. 59 
Jakarta - 12190
Phone: +62 21 515 1691
Fax: +62 21 514 0165
Email: corsec@mahakamedia.com
www.mahakamedia.com",Mahaka Media,"PT Mahaka Media adalah perusahaan media multiplatform di Indonesia yang membuat, menjual, mengumpulkan, dan menyampaikan konten komunitas melalui berbagai platform. Mahaka Media telah menjadi perusahaan induk multimedia dengan 16 unit bisnis anak perusahaan dan lebih dari 1000 karyawan. Unit usahanya meliputi surat kabar harian, majalah, penerbitan buku, televisi, radio, media luar ruang (billboard), animasi dan teater 4D, serta media digital.",,,,,
